Brand,Car_Type,Weight_kg,Wheel_Size_in,Engine_Size_L,Car_Age_Years,Tire_Design
Nissan,Convertible,2196,15,1.5,3,Versatile Honeycomb
Honda,Convertible,1100,22,2.4,17,Dense Texture Honeycomb
Hyundai,Sedan,2921,14,3.4,17,Versatile Honeycomb
Ford,Van,1205,16,4.4,13,Compact Honeycomb
Audi,Convertible,2581,16,2.0,12,Versatile Honeycomb
Chevrolet,Truck,2942,15,3.8,8,Versatile Honeycomb
Ford,Hatchback,2128,17,4.4,15,Versatile Honeycomb
Ford,Coupe,2853,16,1.8,5,Versatile Honeycomb
Nissan,Truck,1536,18,3.7,18,Wide-Cell Honeycomb
Chevrolet,SUV,2258,19,3.3,16,Wide-Cell Honeycomb
Chevrolet,Van,1968,17,2.2,17,Wide-Spaced Honeycomb
Nissan,SUV,1594,21,2.6,4,Wide-Cell Honeycomb
Kia,Wagon,1742,18,3.3,12,Wide-Cell Honeycomb
Toyota,Wagon,2390,16,4.5,15,Versatile Honeycomb
Honda,SUV,1484,22,4.6,2,Dense Texture Honeycomb
Nissan,Coupe,2864,16,4.8,18,Versatile Honeycomb
BMW,Coupe,2700,15,3.6,20,Versatile Honeycomb
Chevrolet,Coupe,2759,17,1.7,8,Versatile Honeycomb
Kia,Convertible,1110,17,4.7,9,Compact Honeycomb
Kia,Convertible,2960,21,2.3,14,Wide-Cell Honeycomb
Toyota,Truck,1934,14,3.6,8,Wide-Spaced Honeycomb
Nissan,Sedan,2093,19,2.1,10,Wide-Cell Honeycomb
Honda,Hatchback,2861,20,3.9,18,Wide-Cell Honeycomb
Toyota,SUV,1815,19,4.1,13,Wide-Cell Honeycomb
Audi,Van,2407,18,4.2,15,Wide-Cell Honeycomb
Mercedes,Wagon,1568,20,1.7,4,Wide-Cell Honeycomb
Toyota,Wagon,1940,21,3.6,15,Wide-Cell Honeycomb
Kia,Truck,1967,20,2.7,15,Wide-Cell Honeycomb
Toyota,Wagon,1693,19,4.1,11,Wide-Cell Honeycomb
Hyundai,Convertible,2126,21,3.9,8,Wide-Cell Honeycomb
Toyota,Van,2093,14,3.1,5,Versatile Honeycomb
Ford,Wagon,2085,15,3.1,2,Versatile Honeycomb
Kia,Van,1162,21,3.2,4,Dense Texture Honeycomb
Honda,Hatchback,1482,15,2.5,13,Compact Honeycomb
Honda,Wagon,1178,17,3.0,19,Compact Honeycomb
Kia,Coupe,2771,18,4.0,12,Wide-Cell Honeycomb
Hyundai,Wagon,1210,14,4.1,2,Compact Honeycomb
Honda,Hatchback,2561,20,4.9,4,Wide-Cell Honeycomb
BMW,Convertible,1533,18,2.0,9,Wide-Cell Honeycomb
Nissan,Van,2881,22,3.5,14,Wide-Cell Honeycomb
Hyundai,Coupe,2277,20,2.9,17,Wide-Cell Honeycomb
Ford,Coupe,2023,22,2.8,7,Wide-Cell Honeycomb
Chevrolet,SUV,2864,18,3.0,4,Wide-Cell Honeycomb
Nissan,Truck,2156,18,3.5,6,Wide-Cell Honeycomb
Toyota,SUV,2953,22,2.2,2,Wide-Cell Honeycomb
Honda,Van,2362,19,2.8,10,Wide-Cell Honeycomb
BMW,Wagon,1753,20,4.4,8,Wide-Cell Honeycomb
Honda,Truck,2652,15,3.8,3,Versatile Honeycomb
Toyota,Van,1924,20,1.5,20,Wide-Cell Honeycomb
Kia,Convertible,1002,21,4.6,17,Dense Texture Honeycomb
BMW,Convertible,1639,19,2.2,13,Wide-Cell Honeycomb
Mercedes,Hatchback,1737,15,4.4,9,Wide-Spaced Honeycomb
BMW,Truck,2480,20,2.1,5,Wide-Cell Honeycomb
Kia,Hatchback,1807,17,2.6,20,Wide-Spaced Honeycomb
Hyundai,Hatchback,2193,15,4.8,16,Versatile Honeycomb
Ford,SUV,2224,20,4.9,5,Wide-Cell Honeycomb
Kia,Truck,2381,15,2.3,6,Versatile Honeycomb
Ford,Truck,2479,16,1.6,11,Versatile Honeycomb
Honda,Convertible,2604,16,3.0,13,Versatile Honeycomb
Toyota,SUV,2245,18,3.7,4,Wide-Cell Honeycomb
Ford,Convertible,2015,21,4.2,18,Wide-Cell Honeycomb
Audi,Sedan,2710,22,4.0,10,Wide-Cell Honeycomb
Ford,Van,2759,15,1.9,14,Versatile Honeycomb
Nissan,Hatchback,1123,17,2.9,4,Compact Honeycomb
Audi,Sedan,1599,16,2.3,13,Wide-Spaced Honeycomb
Kia,Truck,1774,17,2.7,15,Wide-Spaced Honeycomb
Chevrolet,Wagon,1248,21,1.7,10,Dense Texture Honeycomb
Ford,SUV,2863,22,3.1,19,Wide-Cell Honeycomb
Hyundai,SUV,2967,19,4.3,9,Wide-Cell Honeycomb
Toyota,Van,2969,17,3.8,18,Versatile Honeycomb
Ford,Hatchback,1129,14,3.1,12,Compact Honeycomb
Hyundai,Sedan,2799,14,1.7,5,Versatile Honeycomb
BMW,Coupe,2706,18,4.4,1,Wide-Cell Honeycomb
Nissan,Sedan,1545,21,1.9,4,Wide-Cell Honeycomb
Toyota,Truck,2007,16,3.3,2,Versatile Honeycomb
Audi,Truck,1972,17,4.5,6,Wide-Spaced Honeycomb
Toyota,Convertible,2860,17,4.8,6,Versatile Honeycomb
Audi,Wagon,1338,21,1.5,1,Dense Texture Honeycomb
Nissan,Sedan,2613,18,2.5,20,Wide-Cell Honeycomb
Ford,Coupe,1574,17,3.1,13,Wide-Spaced Honeycomb
BMW,SUV,2389,17,3.0,11,Versatile Honeycomb
Honda,Coupe,1824,22,4.9,12,Wide-Cell Honeycomb
Honda,Coupe,1612,14,3.6,7,Wide-Spaced Honeycomb
Audi,Convertible,2419,22,4.5,20,Wide-Cell Honeycomb
Ford,Wagon,1080,16,2.8,17,Compact Honeycomb
Nissan,Hatchback,1559,19,3.3,9,Wide-Cell Honeycomb
Ford,Van,2203,20,3.2,6,Wide-Cell Honeycomb
Ford,Sedan,2821,20,1.6,3,Wide-Cell Honeycomb
Audi,SUV,2572,18,2.2,8,Wide-Cell Honeycomb
Chevrolet,SUV,1973,16,2.9,1,Wide-Spaced Honeycomb
Kia,SUV,1611,21,4.5,7,Wide-Cell Honeycomb
Hyundai,Truck,1568,16,3.9,20,Wide-Spaced Honeycomb
BMW,Hatchback,1104,20,3.6,14,Dense Texture Honeycomb
Chevrolet,Coupe,1302,15,2.4,11,Compact Honeycomb
Hyundai,Hatchback,1596,21,1.5,13,Wide-Cell Honeycomb
Kia,Convertible,2030,14,2.2,18,Versatile Honeycomb
Hyundai,Coupe,2557,21,4.6,3,Wide-Cell Honeycomb
Nissan,Van,1116,20,4.5,12,Dense Texture Honeycomb
Ford,Van,2813,19,1.5,2,Wide-Cell Honeycomb
Mercedes,Hatchback,2842,19,4.7,7,Wide-Cell Honeycomb
Kia,Hatchback,1038,20,3.5,12,Dense Texture Honeycomb
Chevrolet,SUV,1313,21,2.4,18,Dense Texture Honeycomb
Mercedes,Hatchback,2401,21,2.3,10,Wide-Cell Honeycomb
Honda,Hatchback,1406,20,2.0,5,Dense Texture Honeycomb
Audi,Sedan,2898,15,1.9,19,Versatile Honeycomb
Mercedes,Hatchback,1002,22,3.5,8,Dense Texture Honeycomb
Audi,Hatchback,2440,15,1.5,13,Versatile Honeycomb
Ford,Truck,2487,17,3.2,18,Versatile Honeycomb
Audi,Wagon,1492,20,2.0,12,Dense Texture Honeycomb
Nissan,Sedan,1135,20,2.2,18,Dense Texture Honeycomb
Nissan,Wagon,1846,15,3.2,19,Wide-Spaced Honeycomb
Ford,Hatchback,1455,19,4.0,14,Wide-Spaced Honeycomb
Ford,Convertible,1434,16,3.0,12,Compact Honeycomb
Toyota,SUV,2928,17,2.6,6,Versatile Honeycomb
Ford,Sedan,2487,17,4.8,4,Versatile Honeycomb
Nissan,Coupe,1921,18,2.1,15,Wide-Cell Honeycomb
Hyundai,Wagon,1417,21,2.4,1,Dense Texture Honeycomb
Chevrolet,Sedan,1817,22,3.8,15,Wide-Cell Honeycomb
Chevrolet,Sedan,1142,18,1.9,2,Wide-Spaced Honeycomb
Toyota,Truck,2661,14,4.4,8,Versatile Honeycomb
BMW,Truck,2537,16,2.6,6,Versatile Honeycomb
BMW,Truck,1869,22,5.0,14,Wide-Cell Honeycomb
Honda,Coupe,2019,18,3.5,19,Wide-Cell Honeycomb
Hyundai,Van,1658,22,4.2,4,Wide-Cell Honeycomb
Mercedes,Van,1484,22,2.2,6,Dense Texture Honeycomb
Honda,Hatchback,2585,22,1.7,11,Wide-Cell Honeycomb
Honda,Van,2286,15,3.5,5,Versatile Honeycomb
Mercedes,Truck,1666,20,2.7,19,Wide-Cell Honeycomb
Hyundai,Coupe,1341,17,5.0,16,Compact Honeycomb
Nissan,SUV,2342,15,2.4,4,Versatile Honeycomb
Kia,Truck,2937,20,3.2,5,Wide-Cell Honeycomb
Ford,Wagon,2861,19,2.1,2,Wide-Cell Honeycomb
Kia,Hatchback,2975,15,2.8,4,Versatile Honeycomb
BMW,Wagon,1086,14,3.3,13,Compact Honeycomb
BMW,Convertible,1957,18,4.1,15,Wide-Cell Honeycomb
Toyota,Truck,1393,20,3.8,7,Dense Texture Honeycomb
Chevrolet,SUV,1354,15,1.9,17,Compact Honeycomb
Chevrolet,Coupe,1254,16,4.6,3,Compact Honeycomb
Audi,SUV,1222,17,3.2,18,Compact Honeycomb
Honda,Convertible,1606,15,3.6,10,Wide-Spaced Honeycomb
Mercedes,Wagon,2609,22,1.5,19,Wide-Cell Honeycomb
Audi,Coupe,2942,16,3.4,3,Versatile Honeycomb
Ford,Sedan,2012,19,4.0,14,Wide-Cell Honeycomb
Honda,Hatchback,2008,22,3.4,17,Wide-Cell Honeycomb
BMW,Coupe,1686,17,2.6,12,Wide-Spaced Honeycomb
BMW,Convertible,1995,20,4.3,10,Wide-Cell Honeycomb
Kia,Coupe,2498,14,2.6,8,Versatile Honeycomb
Ford,Truck,2598,16,3.1,3,Versatile Honeycomb
Mercedes,Sedan,1093,20,4.1,4,Dense Texture Honeycomb
Nissan,Coupe,2221,17,4.2,18,Versatile Honeycomb
Mercedes,SUV,2602,15,5.0,3,Versatile Honeycomb
BMW,Truck,1283,14,4.9,15,Compact Honeycomb
Mercedes,Truck,2368,17,1.9,14,Versatile Honeycomb
Ford,Convertible,2951,20,2.8,12,Wide-Cell Honeycomb
Hyundai,Hatchback,1315,17,3.3,14,Compact Honeycomb
Chevrolet,Coupe,1550,22,2.8,19,Wide-Cell Honeycomb
Kia,Wagon,2220,19,3.8,20,Wide-Cell Honeycomb
Honda,Sedan,2522,22,4.6,15,Wide-Cell Honeycomb
Honda,SUV,1482,22,2.6,6,Dense Texture Honeycomb
BMW,Sedan,1304,15,2.1,19,Compact Honeycomb
Ford,Truck,2091,18,4.6,20,Wide-Cell Honeycomb
Mercedes,Coupe,1697,20,1.8,18,Wide-Cell Honeycomb
Ford,Sedan,1645,21,2.1,13,Wide-Cell Honeycomb
Hyundai,Coupe,1829,17,3.9,13,Wide-Spaced Honeycomb
Chevrolet,Coupe,1562,14,3.2,4,Wide-Spaced Honeycomb
Mercedes,Truck,1724,19,1.5,10,Wide-Cell Honeycomb
Mercedes,Coupe,1307,19,4.4,17,Wide-Spaced Honeycomb
Mercedes,Wagon,1765,21,2.2,5,Wide-Cell Honeycomb
Honda,Van,1679,16,1.8,2,Wide-Spaced Honeycomb
BMW,Convertible,2933,21,4.3,18,Wide-Cell Honeycomb
Mercedes,Coupe,2035,16,4.9,13,Versatile Honeycomb
Honda,Hatchback,2098,15,2.4,5,Versatile Honeycomb
Ford,Sedan,2597,21,3.2,17,Wide-Cell Honeycomb
Hyundai,Wagon,2022,19,3.0,10,Wide-Cell Honeycomb
Kia,Van,2297,15,2.6,1,Versatile Honeycomb
Honda,SUV,1981,18,1.5,13,Wide-Cell Honeycomb
Kia,Sedan,1213,15,2.0,18,Compact Honeycomb
Kia,Convertible,1512,21,4.3,20,Wide-Cell Honeycomb
Honda,Sedan,2639,22,4.7,20,Wide-Cell Honeycomb
Audi,Van,2969,18,2.0,7,Wide-Cell Honeycomb
Hyundai,Hatchback,2532,16,4.0,15,Versatile Honeycomb
Audi,Convertible,2975,21,2.3,13,Wide-Cell Honeycomb
Ford,Truck,1757,17,4.8,3,Wide-Spaced Honeycomb
Hyundai,Van,2056,16,1.6,1,Versatile Honeycomb
Audi,Van,2760,19,2.5,14,Wide-Cell Honeycomb
Toyota,Coupe,1361,17,1.6,1,Compact Honeycomb
Chevrolet,Truck,2870,15,4.8,19,Versatile Honeycomb
BMW,Truck,2856,17,1.8,9,Versatile Honeycomb
Mercedes,Sedan,1459,16,2.5,12,Compact Honeycomb
Nissan,Coupe,1459,20,2.5,7,Dense Texture Honeycomb
Hyundai,SUV,1896,15,3.0,17,Wide-Spaced Honeycomb
Mercedes,Van,2483,18,2.3,18,Wide-Cell Honeycomb
Ford,Coupe,1575,21,2.6,5,Wide-Cell Honeycomb
Ford,Sedan,1249,17,2.7,12,Compact Honeycomb
Chevrolet,Wagon,1198,14,2.2,3,Compact Honeycomb
Audi,Van,1091,18,4.2,14,Wide-Spaced Honeycomb
BMW,Van,2675,15,4.6,9,Versatile Honeycomb
Chevrolet,Sedan,2995,21,2.1,1,Wide-Cell Honeycomb
Kia,Van,1350,15,4.5,8,Compact Honeycomb
Audi,Wagon,2520,15,1.7,14,Versatile Honeycomb
Ford,Van,2314,18,3.4,18,Wide-Cell Honeycomb
Nissan,Hatchback,1800,18,2.8,17,Wide-Cell Honeycomb
Chevrolet,Convertible,2712,17,1.9,3,Versatile Honeycomb
Audi,SUV,2467,15,3.0,20,Versatile Honeycomb
Toyota,Wagon,1680,15,1.8,13,Wide-Spaced Honeycomb
Nissan,Van,2233,18,3.1,4,Wide-Cell Honeycomb
BMW,Hatchback,2682,21,3.3,6,Wide-Cell Honeycomb
Ford,Van,2228,22,4.8,9,Wide-Cell Honeycomb
Hyundai,Coupe,1071,15,4.8,6,Compact Honeycomb
Mercedes,Hatchback,2200,17,3.2,16,Versatile Honeycomb
Audi,SUV,2670,19,4.5,13,Wide-Cell Honeycomb
Ford,Truck,1893,20,3.7,3,Wide-Cell Honeycomb
Hyundai,Sedan,1869,15,2.3,9,Wide-Spaced Honeycomb
Audi,SUV,1587,20,4.3,7,Wide-Cell Honeycomb
Nissan,Convertible,2215,14,2.3,15,Versatile Honeycomb
Toyota,Wagon,1872,16,3.0,13,Wide-Spaced Honeycomb
Toyota,Convertible,1316,16,4.4,6,Compact Honeycomb
Ford,Coupe,2465,14,2.5,12,Versatile Honeycomb
Chevrolet,Sedan,1225,21,5.0,8,Dense Texture Honeycomb
Chevrolet,Sedan,1948,15,4.6,3,Wide-Spaced Honeycomb
Chevrolet,Truck,1675,14,4.6,11,Wide-Spaced Honeycomb
Hyundai,Wagon,2523,22,3.6,13,Wide-Cell Honeycomb
Hyundai,Coupe,1551,20,3.5,19,Wide-Cell Honeycomb
BMW,SUV,1980,21,1.8,5,Wide-Cell Honeycomb
Audi,Convertible,1812,19,4.5,17,Wide-Cell Honeycomb
Ford,Sedan,1509,18,2.7,18,Wide-Cell Honeycomb
Hyundai,Hatchback,1470,21,3.4,20,Dense Texture Honeycomb
Honda,Hatchback,2395,19,2.5,9,Wide-Cell Honeycomb
Chevrolet,Van,2844,14,2.2,4,Versatile Honeycomb
Audi,Coupe,1510,22,4.4,15,Wide-Cell Honeycomb
Hyundai,Coupe,2446,16,2.2,13,Versatile Honeycomb
Mercedes,Truck,1759,16,3.0,9,Wide-Spaced Honeycomb
Toyota,Wagon,1403,21,3.8,2,Dense Texture Honeycomb
Honda,Van,2136,15,4.1,3,Versatile Honeycomb
Hyundai,SUV,1850,18,4.9,7,Wide-Cell Honeycomb
BMW,Convertible,2919,16,4.0,1,Versatile Honeycomb
Honda,Coupe,2132,14,1.6,18,Versatile Honeycomb
Audi,Sedan,2758,22,3.4,2,Wide-Cell Honeycomb
Mercedes,Sedan,1073,21,4.4,8,Dense Texture Honeycomb
Nissan,Hatchback,2800,22,4.8,6,Wide-Cell Honeycomb
Honda,Wagon,2355,21,2.7,12,Wide-Cell Honeycomb
Mercedes,Coupe,1668,22,4.6,2,Wide-Cell Honeycomb
Audi,Van,2936,21,3.5,20,Wide-Cell Honeycomb
Ford,Van,1675,19,3.7,8,Wide-Cell Honeycomb
Chevrolet,Hatchback,1024,17,4.4,1,Compact Honeycomb
Nissan,Coupe,2487,21,4.9,18,Wide-Cell Honeycomb
Kia,Hatchback,1811,18,2.0,4,Wide-Cell Honeycomb
Mercedes,Convertible,1959,19,3.1,4,Wide-Cell Honeycomb
Nissan,Convertible,1482,14,4.1,13,Compact Honeycomb
Kia,Sedan,2444,17,3.9,3,Versatile Honeycomb
Honda,Coupe,2147,16,4.3,13,Versatile Honeycomb
Honda,Convertible,1849,19,3.2,7,Wide-Cell Honeycomb
Mercedes,SUV,2151,21,4.1,18,Wide-Cell Honeycomb
Hyundai,Sedan,1499,16,2.9,10,Compact Honeycomb
Ford,Sedan,2264,22,3.6,5,Wide-Cell Honeycomb
BMW,Sedan,2737,16,4.3,12,Versatile Honeycomb
Ford,Hatchback,2106,15,3.0,9,Versatile Honeycomb
Audi,Van,2282,14,4.8,15,Versatile Honeycomb
BMW,Wagon,2548,21,2.9,1,Wide-Cell Honeycomb
Honda,Hatchback,1699,18,2.1,4,Wide-Cell Honeycomb
Toyota,Sedan,1984,14,4.6,12,Wide-Spaced Honeycomb
Kia,Wagon,2472,14,3.0,16,Versatile Honeycomb
Chevrolet,Truck,1668,18,3.8,14,Wide-Cell Honeycomb
Kia,Hatchback,2146,21,3.8,3,Wide-Cell Honeycomb
Ford,Wagon,2930,22,3.8,2,Wide-Cell Honeycomb
Mercedes,Wagon,2991,20,1.6,13,Wide-Cell Honeycomb
BMW,Van,2183,22,4.2,17,Wide-Cell Honeycomb
Honda,Convertible,2716,21,4.9,1,Wide-Cell Honeycomb
Hyundai,Van,1593,22,4.1,17,Wide-Cell Honeycomb
Honda,Hatchback,2268,18,4.7,3,Wide-Cell Honeycomb
Mercedes,SUV,1120,18,2.8,7,Wide-Spaced Honeycomb
Kia,SUV,2106,17,3.3,13,Versatile Honeycomb
Ford,Truck,2638,19,3.7,5,Wide-Cell Honeycomb
Mercedes,Convertible,1301,17,1.5,1,Compact Honeycomb
Audi,Convertible,1179,21,3.3,15,Dense Texture Honeycomb
Chevrolet,SUV,2666,16,3.3,16,Versatile Honeycomb
Hyundai,Coupe,1256,20,4.2,19,Dense Texture Honeycomb
Ford,Wagon,2048,14,3.8,8,Versatile Honeycomb
Ford,Convertible,1444,20,3.8,8,Dense Texture Honeycomb
BMW,Convertible,1819,19,3.9,7,Wide-Cell Honeycomb
Ford,Van,1696,21,3.6,8,Wide-Cell Honeycomb
Ford,Hatchback,1724,14,3.1,15,Wide-Spaced Honeycomb
Honda,Convertible,2780,16,4.1,15,Versatile Honeycomb
Mercedes,Convertible,1846,20,3.6,11,Wide-Cell Honeycomb
Chevrolet,SUV,2528,19,2.2,8,Wide-Cell Honeycomb
Kia,Coupe,1534,20,2.0,19,Wide-Cell Honeycomb
BMW,Van,1103,14,4.2,8,Compact Honeycomb
Mercedes,Coupe,1042,15,3.5,12,Compact Honeycomb
Kia,SUV,1464,20,1.9,9,Dense Texture Honeycomb
Ford,Coupe,2965,18,4.7,4,Wide-Cell Honeycomb
Mercedes,Truck,1353,16,3.2,15,Compact Honeycomb
Mercedes,Sedan,1503,21,3.1,19,Wide-Cell Honeycomb
Mercedes,Truck,2590,20,4.2,7,Wide-Cell Honeycomb
Nissan,Wagon,1229,18,3.0,9,Wide-Spaced Honeycomb
BMW,Truck,1632,20,3.7,13,Wide-Cell Honeycomb
Kia,Coupe,1182,19,1.9,18,Wide-Spaced Honeycomb
Chevrolet,Convertible,2576,21,4.2,3,Wide-Cell Honeycomb
Audi,Coupe,1024,19,3.0,15,Wide-Spaced Honeycomb
Nissan,SUV,1576,22,3.4,10,Wide-Cell Honeycomb
Toyota,SUV,1370,19,3.8,17,Wide-Spaced Honeycomb
Nissan,Convertible,1437,16,3.3,5,Compact Honeycomb
Kia,Van,1188,15,3.8,14,Compact Honeycomb
Audi,Hatchback,2698,22,3.4,4,Wide-Cell Honeycomb
BMW,Coupe,2688,19,1.7,6,Wide-Cell Honeycomb
Honda,Convertible,2925,19,3.3,10,Wide-Cell Honeycomb
Nissan,Wagon,2881,17,4.9,12,Versatile Honeycomb
Ford,SUV,1154,16,3.2,14,Compact Honeycomb
Mercedes,Wagon,1768,15,3.7,1,Wide-Spaced Honeycomb
Hyundai,Convertible,1753,21,3.1,14,Wide-Cell Honeycomb
Hyundai,Hatchback,2791,16,3.8,4,Versatile Honeycomb
Audi,Van,1890,19,4.4,13,Wide-Cell Honeycomb
Toyota,Hatchback,1148,20,2.4,18,Dense Texture Honeycomb
Kia,Coupe,2122,20,2.4,20,Wide-Cell Honeycomb
Toyota,Hatchback,1464,22,3.3,20,Dense Texture Honeycomb
Kia,Convertible,1313,15,2.5,6,Compact Honeycomb
Hyundai,Coupe,1234,15,4.0,20,Compact Honeycomb
Chevrolet,Hatchback,1245,20,2.2,13,Dense Texture Honeycomb
Audi,SUV,2692,15,4.9,3,Versatile Honeycomb
Honda,Wagon,2409,20,4.4,12,Wide-Cell Honeycomb
Kia,Coupe,2304,16,3.1,7,Versatile Honeycomb
Toyota,Hatchback,2908,22,4.3,1,Wide-Cell Honeycomb
Ford,Wagon,1304,17,2.4,7,Compact Honeycomb
Chevrolet,Coupe,1702,17,5.0,17,Wide-Spaced Honeycomb
Kia,Coupe,2541,20,4.1,18,Wide-Cell Honeycomb
Ford,Convertible,1923,20,4.4,18,Wide-Cell Honeycomb
Toyota,Van,2185,22,1.8,19,Wide-Cell Honeycomb
Audi,Hatchback,1803,19,3.7,11,Wide-Cell Honeycomb
Audi,Van,2203,15,4.9,16,Versatile Honeycomb
Hyundai,Truck,1372,20,3.9,19,Dense Texture Honeycomb
Toyota,Convertible,1101,20,3.8,4,Dense Texture Honeycomb
Audi,Convertible,1103,21,3.8,1,Dense Texture Honeycomb
Mercedes,Hatchback,2472,19,4.2,14,Wide-Cell Honeycomb
Ford,Sedan,2480,20,3.8,11,Wide-Cell Honeycomb
Kia,Wagon,1878,18,2.0,20,Wide-Cell Honeycomb
Chevrolet,Truck,2636,22,3.0,18,Wide-Cell Honeycomb
Toyota,Sedan,2570,21,1.5,12,Wide-Cell Honeycomb
Toyota,Sedan,1729,17,2.0,3,Wide-Spaced Honeycomb
BMW,Van,2490,21,3.4,2,Wide-Cell Honeycomb
Kia,Coupe,2929,21,4.5,3,Wide-Cell Honeycomb
Mercedes,Convertible,2412,16,3.9,16,Versatile Honeycomb
Toyota,Convertible,1981,18,3.2,11,Wide-Cell Honeycomb
Toyota,Truck,2238,21,4.2,14,Wide-Cell Honeycomb
Hyundai,Coupe,1536,17,1.9,12,Wide-Spaced Honeycomb
Kia,Van,2111,21,2.2,11,Wide-Cell Honeycomb
Audi,Van,2322,19,2.8,20,Wide-Cell Honeycomb
BMW,Convertible,2219,20,2.0,5,Wide-Cell Honeycomb
Chevrolet,Van,2354,20,3.4,9,Wide-Cell Honeycomb
Audi,Sedan,2035,15,2.2,4,Versatile Honeycomb
Hyundai,Coupe,2974,14,3.0,5,Versatile Honeycomb
Ford,Wagon,1502,15,3.2,20,Wide-Spaced Honeycomb
Chevrolet,Coupe,2876,18,3.4,20,Wide-Cell Honeycomb
Ford,SUV,1867,20,4.1,2,Wide-Cell Honeycomb
Hyundai,Van,1740,21,2.0,20,Wide-Cell Honeycomb
Mercedes,Van,1982,20,5.0,12,Wide-Cell Honeycomb
Hyundai,Convertible,1709,19,2.6,12,Wide-Cell Honeycomb
Ford,SUV,2950,21,2.8,6,Wide-Cell Honeycomb
Nissan,Coupe,1222,21,4.0,18,Dense Texture Honeycomb
Chevrolet,Coupe,1114,14,3.1,4,Compact Honeycomb
Mercedes,Convertible,1385,17,1.6,13,Compact Honeycomb
Audi,Wagon,2576,16,2.8,1,Versatile Honeycomb
Mercedes,Sedan,2614,19,3.5,7,Wide-Cell Honeycomb
BMW,Van,1748,14,4.7,19,Wide-Spaced Honeycomb
Chevrolet,Sedan,1694,14,4.3,19,Wide-Spaced Honeycomb
Ford,SUV,1601,20,3.2,8,Wide-Cell Honeycomb
Honda,Convertible,2987,15,3.3,5,Versatile Honeycomb
Mercedes,Coupe,1692,17,4.9,17,Wide-Spaced Honeycomb
Chevrolet,Convertible,1613,16,3.2,5,Wide-Spaced Honeycomb
Audi,Wagon,2967,20,2.2,9,Wide-Cell Honeycomb
Ford,Hatchback,2369,19,1.7,5,Wide-Cell Honeycomb
Kia,Wagon,2143,15,1.7,6,Versatile Honeycomb
Hyundai,Coupe,1467,22,3.0,9,Dense Texture Honeycomb
Kia,Sedan,2949,21,2.9,15,Wide-Cell Honeycomb
Kia,Hatchback,1516,14,3.5,12,Wide-Spaced Honeycomb
Chevrolet,SUV,1227,19,3.5,14,Wide-Spaced Honeycomb
Nissan,Sedan,2241,17,4.1,3,Versatile Honeycomb
Hyundai,Sedan,1663,21,4.0,13,Wide-Cell Honeycomb
Toyota,Coupe,2337,21,1.5,5,Wide-Cell Honeycomb
Audi,Truck,1716,21,2.6,20,Wide-Cell Honeycomb
Mercedes,Sedan,2375,16,3.6,3,Versatile Honeycomb
Nissan,Truck,1005,22,1.7,19,Dense Texture Honeycomb
Hyundai,Sedan,2534,22,3.7,7,Wide-Cell Honeycomb
Hyundai,Van,1511,18,4.7,11,Wide-Cell Honeycomb
Audi,Sedan,1770,18,4.5,11,Wide-Cell Honeycomb
BMW,Van,2106,17,2.0,11,Versatile Honeycomb
Hyundai,SUV,2312,21,3.1,20,Wide-Cell Honeycomb
Audi,Sedan,1554,22,3.5,9,Wide-Cell Honeycomb
Hyundai,Hatchback,2890,15,2.1,5,Versatile Honeycomb
Hyundai,Hatchback,1927,22,2.4,14,Wide-Cell Honeycomb
Mercedes,Hatchback,2665,22,3.5,12,Wide-Cell Honeycomb
Honda,Convertible,2178,15,4.8,7,Versatile Honeycomb
Hyundai,Van,1107,16,2.9,20,Compact Honeycomb
Ford,Van,1125,19,4.0,17,Wide-Spaced Honeycomb
Hyundai,Sedan,2032,14,2.0,7,Versatile Honeycomb
Nissan,Sedan,2005,18,2.3,14,Wide-Cell Honeycomb
Ford,Coupe,1256,21,2.0,17,Dense Texture Honeycomb
Audi,Sedan,1892,21,3.5,6,Wide-Cell Honeycomb
Kia,Hatchback,2578,20,3.4,1,Wide-Cell Honeycomb
Ford,Truck,1693,15,4.4,11,Wide-Spaced Honeycomb
Honda,Truck,1927,15,1.6,7,Wide-Spaced Honeycomb
Mercedes,Coupe,1616,20,4.8,18,Wide-Cell Honeycomb
Audi,Van,2602,17,2.2,5,Versatile Honeycomb
BMW,Sedan,1976,20,3.5,7,Wide-Cell Honeycomb
Ford,Convertible,1364,18,2.7,3,Wide-Spaced Honeycomb
Ford,SUV,2214,18,4.7,7,Wide-Cell Honeycomb
Toyota,Convertible,1084,21,4.7,20,Dense Texture Honeycomb
Audi,Hatchback,1276,22,3.2,18,Dense Texture Honeycomb
Nissan,SUV,2183,14,3.2,4,Versatile Honeycomb
Ford,SUV,1873,18,4.8,13,Wide-Cell Honeycomb
Honda,Hatchback,2515,18,2.1,19,Wide-Cell Honeycomb
Ford,Hatchback,1787,19,3.1,15,Wide-Cell Honeycomb
Kia,Coupe,2325,20,1.8,14,Wide-Cell Honeycomb
Audi,Coupe,2297,19,5.0,5,Wide-Cell Honeycomb
Ford,Coupe,2243,19,3.9,4,Wide-Cell Honeycomb
Audi,SUV,2001,17,4.0,8,Versatile Honeycomb
Nissan,Truck,2894,15,4.0,14,Versatile Honeycomb
Nissan,Wagon,2230,14,4.1,17,Versatile Honeycomb
